Title,ID,"Publication Type","Publication Type ID","This character","This character ID",Entity,"Entity ID",Technology,"Technology ID",Verb,"Verb ID"
"Black Mirror: Shut Up and Dance (Kenny is blackmailed)",556,"Narrative, TV series or episode","20001, 2000131","Hackers (Black Mirror)",3160,,,,,"Tracking, Watching, Instructing, Forcing, Hacking","2000498, 2000350, 2000636, 20001342, 2000409"
"Black Mirror: Shut Up and Dance (Kenny is blackmailed)",556,"Narrative, TV series or episode","20001, 2000131",,,,,"Drones (UAV)",200079,"Recording, Filming, Transmitting","2000403, 2000842, 2000594"
"Black Mirror: Shut Up and Dance (Kenny is blackmailed)",556,"Narrative, TV series or episode","20001, 2000131",Kenny,558,,,,,"Killing, Fighting, Watched, Instructed, Forced, Obeying, Hacked","2000344, 2000386, 2000355, 2000592, 2000593, 2000725, 2000407"
"Black Mirror: Shut Up and Dance (Kenny is blackmailed)",556,"Narrative, TV series or episode","20001, 2000131",,,,,Webcams,2000153,"Recording, Transmitting, Broadcasting, Incriminating","2000403, 2000594, 2000902, 20002059"
"Black Mirror: White Christmas (Blocking people IRL)",555,"Narrative, TV series or episode","20001, 2000131","Joe Potter",561,,,,,"Blocked, Arguing, Shouting, Blurred","20001551, 20001794, 20001952, 20002001"
"Black Mirror: White Christmas (Blocking people IRL)",555,"Narrative, TV series or episode","20001, 2000131",Beth,2942,,,,,"Blocking, Arguing, Blurred","20001549, 20001794, 20002001"
"Black Mirror: White Christmas (Blocking people IRL)",555,"Narrative, TV series or episode","20001, 2000131",,,,,"Augmented reality, Optical/ocular implant","200074, 2000127","Overlaying, Blurring","20001785, 20002000"
"Black Mirror: The Entire History of You (Seeing past selves having sex)",554,"Narrative, TV series or episode","20001, 2000131","Liam Foxwell, Ffion","559, 2941",,,,,"Choosing, Rewatching, Dissociating, Having sex","20001011, 20001997, 20001999, 20001577"
"Black Mirror: The Entire History of You (Seeing past selves having sex)",554,"Narrative, TV series or episode","20001, 2000131",,,,,"Optical/ocular implant",2000127,"Replaying, Replacing","20001212, 2000647"
"I Created an AI to Make Procedurally Generated Movies, But They're Horrifying (AI)",552,"Narrative, Creepypasta","20001, 2000136",,,,,"AI (General Purpose Artificial Intelligence), Image generation","2000152, 200073","Generating, Creating, Talking, Knowing","2000666, 2000457, 20001051, 20001056"
"I Created an AI to Make Procedurally Generated Movies, But They're Horrifying (AI)",552,"Narrative, Creepypasta","20001, 2000136","Narrator (I created an AI..)",874,,,,,"Developing, Hesitating, Scared","2000940, 20001052, 2000417"
"I'm going to die, and probably soon, because of what I saw through an unsecured webcam one night (Webcams)",551,"Narrative, Creepypasta","20001, 2000136",,,,,Webcams,2000153,"Transmitting, Revealing, Engaging","2000594, 2000368, 2000974"
"I'm going to die, and probably soon, because of what I saw through an unsecured webcam one night (Webcams)",551,"Narrative, Creepypasta","20001, 2000136","Narrator (I'm going to die, and probably soon)",883,,,,,"Scared, Spying, Confessing, Waiting, Witnessing","2000417, 2000360, 20001059, 20001060, 2000547"
"I'm going to die, and probably soon, because of what I saw through an unsecured webcam one night (Webcams)",551,"Narrative, Creepypasta","20001, 2000136","Girl (I'm going to die, and probably soon)",885,,,,,"Scared, Sleeping, Killed, Mutilated","2000417, 20001061, 2000346, 20001062"
"I'm going to die, and probably soon, because of what I saw through an unsecured webcam one night (Webcams)",551,"Narrative, Creepypasta","20001, 2000136","Monster (I'm going to die, and probably soon)",886,,,,,"Watching, Killing, Coming","2000350, 2000344, 20001063"
"Facial Features Not Recognized (Facial recognition)",550,"Narrative, Creepypasta","20001, 2000136","Narrator (Facial Features Not Recognized)",3230,,,,,"Hacking, Killing, Mutilating, Stealing","2000409, 2000344, 2000568, 2000569"
"Facial Features Not Recognized (Facial recognition)",550,"Narrative, Creepypasta","20001, 2000136",,,,,"Facial recognition",20007,"Guarding, Resisting","2000570, 2000495"
"My Camera Knows Something I Don't (Facial recognition)",549,"Narrative, Creepypasta","20001, 2000136",,,,,"Cameraphone, Facial recognition","2000154, 20007","Finding, Identifying, Revealing","2000584, 2000354, 2000368"
"My Camera Knows Something I Don't (Facial recognition)",549,"Narrative, Creepypasta","20001, 2000136","Narrator (My Camera Knows Something)",882,,,,,"Photographing, Questioning, Sensing","20001058, 2000519, 2000917"
"Satellite Images (Followed on Google Maps)",548,"Narrative, Creepypasta","20001, 2000136","Narrator (Satellite Images)",917,,,,,"Exploring, Enjoying, Longing, Confused, Scared","2000580, 2000375, 20001071, 2000554, 2000417"
"Satellite Images (Followed on Google Maps)",548,"Narrative, Creepypasta","20001, 2000136",,,,,"Interactive panoramas",2000155,"Entertaining, Revealing, Transporting","2000472, 2000368, 2000942"
"Satellite Images (Followed on Google Maps)",548,"Narrative, Creepypasta","20001, 2000136","Google Maps Girl (Satellite Images)",918,,,,,"Appearing, Following, Stalking","20001072, 2000634, 2000677"
"Has Anyone Else Used ExpressionCaptioner? (Emotion recognition)",547,"Narrative, Creepypasta","20001, 2000136","Narrator (Expression captioner)",3231,,,,,"Entertained, Scared, Expressing","20001320, 2000417, 20001262"
"Has Anyone Else Used ExpressionCaptioner? (Emotion recognition)",547,"Narrative, Creepypasta","20001, 2000136",,,,,"Emotion recognition",200091,"Interpreting, Predicting, Threatening","2000352, 2000395, 2000618"
"Someone to Watch Over Me (Optical/ocular implant)",546,"Narrative, Short story","20001, 2000134","Amanda (Someone to Watch Over Me)",545,,,,,"Spying, Obsessed, Stalking, Hacking, Watched","2000360, 2000625, 2000677, 2000409, 2000355"
"Someone to Watch Over Me (Optical/ocular implant)",546,"Narrative, Short story","20001, 2000134","Becky (Someone to Watch Over Me)",3154,,,,,Watching,2000350
"Someone to Watch Over Me (Optical/ocular implant)",546,"Narrative, Short story","20001, 2000134","Jake (Someone to Watch Over Me)",3155,,,,,"Spying, Defending, Avoiding, Watched","2000360, 2000410, 2000405, 2000355"
"Someone to Watch Over Me (Optical/ocular implant)",546,"Narrative, Short story","20001, 2000134",,,,,"Optical/ocular implant",2000127,"Recording, Transmitting, Hidden","2000403, 2000594, 2000961"
"Selfies (Cameraphone)",542,"Narrative, Short story","20001, 2000134",,,,,Cameraphone,2000154,"Documenting, Lying","2000829, 2000464"
"Selfies (Cameraphone)",542,"Narrative, Short story","20001, 2000134","Ellie (Selfies)",541,,,,,"Photographing, Running, Scared, Dead","20001058, 2000683, 2000417, 20001302"
"Thoughts and Prayers (Deepfake)",539,"Narrative, Short story","20001, 2000134",,,Corporation,2000332,,,"Asking, Convincing, Reassuring, Producing, Disseminating","20001304, 2000483, 20001305, 20001308, 20001306"
"Thoughts and Prayers (Deepfake)",539,"Narrative, Short story","20001, 2000134",,,,,"Augmented reality, Deepfake, Image generation","200074, 200072, 200073","Identifying, Creating, Enhancing, Narrating, Simulating","2000354, 2000457, 2000783, 20001021, 2000798"
"Thoughts and Prayers (Deepfake)",539,"Narrative, Short story","20001, 2000134","Hayley (Thoughts and Prayers)",538,,,,,"Represented, Misrepresented, Remembered","20001291, 20001107, 20001287"
"Thoughts and Prayers (Deepfake)",539,"Narrative, Short story","20001, 2000134","Abigail Fort (Thoughts and Prayers)",1163,,,,,"Grieving, Trusting, Deciding, Remembering, Reliving","2000469, 2000595, 20001158, 20001246, 20001303"
"The Webcam Project (Webcams)",537,"Narrative, Creepypasta","20001, 2000136",,,,,Webcams,2000153,"Controlling, Inciting","2000402, 2000437"
"The Webcam Project (Webcams)",537,"Narrative, Creepypasta","20001, 2000136","David (The Webcam Project)",1148,,,,,"Killing, Punching, Ignoring, Laughing","2000344, 20001279, 20001280, 20001281"
"The Webcam Project (Webcams)",537,"Narrative, Creepypasta","20001, 2000136","Unnamed woman (The Webcam Project)",1149,,,,,"Dying, Screaming","2000545, 20001075"
"The Webcam Project (Webcams)",537,"Narrative, Creepypasta","20001, 2000136",,,Corporation,2000332,,,"Watching, Controlling, Researching","2000350, 2000402, 20001113"
"The Webcam Project (Webcams)",537,"Narrative, Creepypasta","20001, 2000136","Unnamed intern (The Webcam Project)",1150,,,,,"Warning, Narrating","2000884, 20001021"
"Skinned (Lia imagines her boyfriend seeing her machine eyes and body)",536,"Narrative, Novel","20001, 2000133","Lia Kahn",533,,,,,"Imagining, Worrying, Disgusted, Distressed","2000506, 2000507, 2000484, 2000508"
"Skinned (Lia imagines her boyfriend seeing her machine eyes and body)",536,"Narrative, Novel","20001, 2000133",,,,,"AI (General Purpose Artificial Intelligence), Optical/ocular implant","2000152, 2000127","Looking, Flashing, Dimming, Unblinking","2000435, 2000503, 2000504, 2000505"
"Skinned (Optical/ocular implant)",535,"Narrative, Novel","20001, 2000133",,,,,"Augmented reality, Optical/ocular implant","200074, 2000127","Connecting, Displaying","2000510, 2000398"
"Skinned (Optical/ocular implant)",535,"Narrative, Novel","20001, 2000133","Lia Kahn",533,,,,,"Nauseated, Uncomfortable, Connecting, Communicating","2000511, 2000512, 2000513, 2000514"
"Narciss (Self-analysing Machine)",531,"Art, Installation art","20002, 2000138",,,User,2000381,,,Judging,2000414
"Narciss (Self-analysing Machine)",531,"Art, Installation art","20002, 2000138",,,,,"Object recognition",200015,"Detecting, Narrating, Analysing, Classifying","2000941, 20001021, 2000364, 2000759"
"Narciss (Self-analysing Machine)",531,"Art, Installation art","20002, 2000138",,,,,"AI (General Purpose Artificial Intelligence)",2000152,"Mirrored, Self-reflecting, Classified, Judged","20001015, 20001022, 20001293, 20001001"
"Narciss (Self-analysing Machine)",531,"Art, Installation art","20002, 2000138",,,Creator,2000334,,,"Selecting, Assembling, Speculating","2000571, 20001017, 2000839"
"Narciss (Self-analysing Machine)",531,"Art, Installation art","20002, 2000138",,,,,Camera,2000206,"Zooming, Capturing","2000363, 2000572"
"Jller (Identifying and organizing)",530,"Art, Installation art","20002, 2000138",,,,,"Object recognition",200015,"Detecting, Identifying, Organizing, Classifying, Assembling","2000941, 2000354, 20001016, 2000759, 20001017"
"Jller (Identifying and organizing)",530,"Art, Installation art","20002, 2000138",,,Creator,2000334,,,"Selecting, Training, Categorising","2000571, 2000920, 2000969"
"Jller (Identifying and organizing)",530,"Art, Installation art","20002, 2000138",,,Object,2000962,,,Classified,20001293
"Echo (Replacing Face)",529,"Art, Installation art","20002, 2000138",,,,,"Facial recognition, Image generation","20007, 200073","Capturing, Swapping, Replacing","2000572, 2000573, 2000647"
"Echo (Replacing Face)",529,"Art, Installation art","20002, 2000138",,,User,2000381,,,"Choosing, Mirrored, Scanned, Watching, Replaced","20001011, 20001015, 2000658, 2000350, 2000994"
"Mosaic Virus and Myriad (Generating new images of tulips)",528,"Art, Video art","20002, 2000139",,,,,"Image generation, Machine learning","200073, 200012","Learning, Generating, Hallucinating, Co-creating","2000633, 2000666, 20001012, 20001013"
"Mosaic Virus and Myriad (Generating new images of tulips)",528,"Art, Video art","20002, 2000139",,,Creator,2000334,,,"Classifying, Labeling, Selecting, Speculating","2000759, 20001014, 2000571, 2000839"
"Mosaic Virus and Myriad (Generating new images of tulips)",528,"Art, Video art","20002, 2000139",,,Image,2000335,,,"Classified, Generated","20001293, 2000894"
"The Normalizing Machine (Classifying Social Normalcy)",527,"Art, Installation art","20002, 2000138",,,,,"Machine learning",200012,"Learning, Trained","2000633, 20001391"
"The Normalizing Machine (Classifying Social Normalcy)",527,"Art, Installation art","20002, 2000138",,,,,"Facial recognition",20007,"Extracting, Classifying, Profiling","2000640, 2000759, 20001010"
"The Normalizing Machine (Classifying Social Normalcy)",527,"Art, Installation art","20002, 2000138",,,User,2000381,,,"Choosing, Training, Identifying, Classifying, Compared, Classified","20001011, 2000920, 2000354, 2000759, 20001375, 20001293"
"The Normalizing Machine (Classifying Social Normalcy)",527,"Art, Installation art","20002, 2000138",,,Creator,2000334,,,"Developing, Categorising, Selecting, Demonstrating","2000940, 2000969, 2000571, 2000468"
"VFRAME – Visual Forensics and Advanced Metadata Extraction (Object recognition for illegal munitions)",526,Art,20002,,,Image,2000335,,,Classified,20001293
"VFRAME – Visual Forensics and Advanced Metadata Extraction (Object recognition for illegal munitions)",526,Art,20002,,,Creator,2000334,,,"Developing, Training, Appropriating, Categorising, Synthesizing","2000940, 2000920, 2000815, 2000969, 20001007"
"VFRAME – Visual Forensics and Advanced Metadata Extraction (Object recognition for illegal munitions)",526,Art,20002,,,User,2000381,,,"Searching, Discovering","2000615, 2000782"
"VFRAME – Visual Forensics and Advanced Metadata Extraction (Object recognition for illegal munitions)",526,Art,20002,,,,,"Object recognition",200015,"Detecting, Revealing, Assisting, Classifying","2000941, 2000368, 2000523, 2000759"
"deus X mchn (Haunted surveillance cameras)",525,"Art, Installation art","20002, 2000138",,,Creator,2000334,,,"Hacking, Broadcasting, Demonstrating, Subverting, Intruding, Scaring","2000409, 2000902, 2000468, 2000598, 2000879, 2000413"
"deus X mchn (Haunted surveillance cameras)",525,"Art, Installation art","20002, 2000138",,,,,"Surveillance cameras",200080,"Hacked, Haunted, Flawed, Recording, Transmitting","2000407, 2000937, 2000627, 2000403, 2000594"
"deus X mchn (Haunted surveillance cameras)",525,"Art, Installation art","20002, 2000138",,,"Humans in general",2000356,,,"Reacting, Reminded, Recognising","2000935, 2000936, 2000378"
"U (Reenacting the Control Room)",522,"Art, Installation art","20002, 2000138","Call (U)",521,,,,,"Monitoring, Anticipating, Questioning, Watching, Acting","2000524, 2000910, 2000519, 2000350, 2000908"
"U (Reenacting the Control Room)",522,"Art, Installation art","20002, 2000138","Rita (U)",524,,,,,"Monitoring, Scanning, Working, Obeying, Overwhelmed, Bored, Watching, Acting","2000524, 2000377, 2000849, 2000725, 2000913, 2000914, 2000350, 2000908"
"U (Reenacting the Control Room)",522,"Art, Installation art","20002, 2000138","Alex (U)",523,,,,,"Challenged, Failing, Seeing, Sensing, Acting","2000916, 2000499, 2000561, 2000917, 2000908"
"U (Reenacting the Control Room)",522,"Art, Installation art","20002, 2000138","Therapist (U)",759,,,,,"Interrogating, Tasking, Training","2000918, 2000919, 2000920"
"U (Reenacting the Control Room)",522,"Art, Installation art","20002, 2000138",,,,,"Surveillance cameras",200080,"Mimicked, Reenacted","20001853, 20001883"
"Sword Art Online (Virtual reality)",518,"Narrative, TV series or episode","20001, 2000131","Kazuto Kirigaya",517,,,,,"Scanned, Remade, Surviving, Playing","2000658, 20001252, 2000714, 2000624"
"Sword Art Online (Virtual reality)",518,"Narrative, TV series or episode","20001, 2000131",,,,,"3D scans",20001081,Scanning,2000377
"Sword Art Online (Virtual reality)",518,"Narrative, TV series or episode","20001, 2000131",,,,,"Virtual reality",2000147,"Generating, Remaking, Played","2000666, 20001253, 20001254"
"Tendar (Emotion recognition)",513,Game,20003,Guppy,512,,,,,"Consuming, Learning","2000780, 2000633"
"Tendar (Emotion recognition)",513,Game,20003,,,,,"Emotion recognition, Machine learning","200091, 200012",Analysing,2000364
"Tendar (Emotion recognition)",513,Game,20003,,,User,2000381,,,"Feeding, Caring","2000768, 2000389"
"Tendar (Emotion recognition)",513,Game,20003,,,,,"Augmented reality, Cameraphone","200074, 2000154",Displaying,2000398
"Who*You (Face replacement)",509,"Narrative, Movie","20001, 2000130",,,,,,,"Replacing, Recorded, Altering, Invading","2000647, 2000752, 2000470, 20001471"
"Who*You (Face replacement)",509,"Narrative, Movie","20001, 2000130",,,,,"Emotion recognition",200091,"Controlling, Altering","2000402, 2000470"
"Who*You (Face replacement)",509,"Narrative, Movie","20001, 2000130",,,,,"Facial recognition, Image generation","20007, 200073","Replacing, Invading","2000647, 20001472"
"Who*You (Face replacement)",509,"Narrative, Movie","20001, 2000130","Protagonist (Who*You)",1732,,,,,"Replaced, Disappearing","2000994, 20001392"
"Ayo Technology (Timbaland spies on women)",505,"Narrative, Music video","20001, 2000316",,,,,"Augmented reality, Non-Visible Spectrum","200074, 2000207","Recording, Locating, Showing, Revealing","2000403, 2000343, 2000399, 2000368"
"Ayo Technology (Timbaland spies on women)",505,"Narrative, Music video","20001, 2000316","""Timbaland""",792,,,,,"Objectifying, Spying, Controlling","2000680, 2000360, 2000402"
