Character,ID,Race/ethnicity,"Race/ethnicity ID",Gender,"Gender ID",Species,"Species ID",Age,"Age ID",Sexuality,"Sexuality ID"
Cable,1812,White,2000216,Male,2000149,Cyborg,2000221,Adult,2000227,Heterosexual,2000999
Deadpool,1803,White,2000216,Male,2000149,Human,2000219,Adult,2000227,Heterosexual,2000999
"Samantha Martinez",1800,"Unknown/not applicable",2000217,Male,2000149,Human,2000219,"Unknown/Not applicable",20001918,"Unknown/not applicable",20001506
"Officer Jenkins",1799,"Unknown/not applicable",2000217,Male,2000149,Human,2000219,Adult,2000227,Heterosexual,2000999
"Jasper Hester",1797,"Unknown/not applicable",2000217,Male,2000149,Human,2000219,"Unknown/Not applicable",20001918,"Unknown/not applicable",20001506
"Jimmy Hanson",1796,"Unknown/not applicable",2000217,Male,2000149,Human,2000219,"Unknown/Not applicable",20001918,"Unknown/not applicable",20001506
"""Jill Magid""",1780,White,2000216,Female,2000148,Human,2000219,Adult,2000227,"Unknown/not applicable",20001506
Mother,1778,White,2000216,Female,2000148,Machine,2000220,Adult,2000227,"Unknown/not applicable",20001506
"Walkers (Alan Walker fans)",1777,,,,,Human,2000219,"Young adult, Adult","2000225, 2000227",,
"""Alan Walker""",1776,White,2000216,Male,2000149,Human,2000219,Adult,2000227,,
"Simon (LoveStar)",1773,White,2000216,Male,2000149,Human,2000219,Adult,2000227,Heterosexual,2000999
"Indridi (LoveStar)",1771,White,2000216,Male,2000149,Human,2000219,Adult,2000227,Heterosexual,2000999
"Terry Jeffords",1756,Black,2000310,Male,2000149,Human,2000219,Adult,2000227,Heterosexual,2000999
"Charles Boyle",1755,White,2000216,Male,2000149,Human,2000219,Adult,2000227,Heterosexual,2000999
"Amy Santiago",1754,"Person of colour",2000215,Female,2000148,Human,2000219,Adult,2000227,Heterosexual,2000999
"Jake Peralta",1753,White,2000216,Male,2000149,Human,2000219,Adult,2000227,Heterosexual,2000999
Simone,1752,White,2000216,Female,2000148,Human,2000219,Adult,2000227,Heterosexual,2000999
Martin,1751,White,2000216,Male,2000149,Human,2000219,Adult,2000227,Heterosexual,2000999
"Detective Vera Englund",1744,White,2000216,Female,2000148,Cyborg,2000221,Adult,2000227,Heterosexual,2000999
"Lina Romero",1741,"Person of colour",2000215,Female,2000148,Human,2000219,Adult,2000227,"Unknown/not applicable",20001506
"Allie Bream",1738,Black,2000310,Female,2000148,Human,2000219,Adult,2000227,"Unknown/not applicable",20001506
"Nina Peixoto",1735,"Person of colour",2000215,Female,2000148,Human,2000219,Adult,2000227,"Unknown/not applicable",20001506
"Protagonist (Who*You)",1732,White,2000216,Male,2000149,Human,2000219,Adult,2000227,,
"Agent Everett Ross",1730,White,2000216,Male,2000149,Human,2000219,Adult,2000227,,
Shuri,1727,Black,2000310,Female,2000148,Human,2000219,Adult,2000227,"Unknown/not applicable",20001506
Okoye,1726,Black,2000310,Female,2000148,Human,2000219,Adult,2000227,Heterosexual,2000999
T'Challa,1725,Black,2000310,Male,2000149,Human,2000219,Adult,2000227,Heterosexual,2000999
T'Chaka,1720,Black,2000310,Male,2000149,Human,2000219,Adult,2000227,,
"Idir Jalil (The Test)",1716,"Person of colour",2000215,Male,2000149,Human,2000219,Adult,2000227,Heterosexual,2000999
"Woman in the street (Lagoon)",1713,Black,2000310,Female,2000148,Human,2000219,Adult,2000227,Heterosexual,2000999
"Amitjyoti ""Amy"" Ferrier",1695,"Person of colour",2000215,Female,2000148,Human,2000219,Adult,2000227,"Unknown/not applicable",20001506
"John Standish",1687,"Person of colour",2000215,Male,2000149,Human,2000219,Adult,2000227,"Unknown/not applicable",20001506
Juno,1685,"Unknown/not applicable",2000217,Female,2000148,Machine,2000220,Adult,2000227,Heterosexual,2000999
"Edward Kenway",1684,White,2000216,Male,2000149,Human,2000219,Adult,2000227,"Unknown/not applicable",20001506
"Frank Minelli",1648,"Unknown/not applicable",2000217,Male,2000149,Human,2000219,Adult,2000227,Heterosexual,2000999
"April Ryan",1646,White,2000216,Female,2000148,Human,2000219,"Young adult",2000225,"Unknown/not applicable",20001506
Sidra,1643,"Person of colour",2000215,Female,2000148,Machine,2000220,Adult,2000227,"Unknown/not applicable",20001506
"Luce Cannon",1630,"Unknown/not applicable",2000217,Female,2000148,Human,2000219,Adult,2000227,,
Rosemary,1629,"Unknown/not applicable",2000217,Female,2000148,Human,2000219,Adult,2000227,Homosexual,20001199
"SEER Robot",1627,White,2000216,Non-binary/Other,2000150,Machine,2000220,Child,2000224,,
"""Kronos Quartet""",1620,"Unknown/not applicable",2000217,"Unknown/Not applicable",2000151,Human,2000219,Adult,2000227,"Unknown/not applicable",20001506
Amena,1591,Black,2000310,Female,2000148,Human,2000219,"Young adult",2000225,"Unknown/not applicable",20001506
Frannie,1534,Black,2000310,Female,2000148,Human,2000219,Adult,2000227,Heterosexual,2000999
"Bernard Marx",1532,White,2000216,Male,2000149,Human,2000219,Adult,2000227,Heterosexual,2000999
"Lenina Crowne",1531,White,2000216,Female,2000148,Human,2000219,Adult,2000227,Bi-sexual,20001174
"John the Savage",1529,White,2000216,Male,2000149,Human,2000219,Adult,2000227,Heterosexual,2000999
Rio,1525,White,2000216,Female,2000148,Human,2000219,Adult,2000227,Heterosexual,2000999
"Anna Weber",1524,White,2000216,Female,2000148,Machine,2000220,Child,2000224,"Unknown/not applicable",20001506
"Victor Weber",1523,White,2000216,Male,2000149,Human,2000219,Adult,2000227,"Unknown/not applicable",20001506
John-117,1521,"Unknown/not applicable",2000217,Male,2000149,Human,2000219,Adult,2000227,"Unknown/not applicable",20001506
Cortana,1520,White,2000216,Female,2000148,Machine,2000220,Adult,2000227,"Unknown/not applicable",20001506
"Hundred Eyes",1491,"Unknown/not applicable",2000217,Male,2000149,Machine,2000220,Adult,2000227,,
Nozomi,1489,"Unknown/not applicable",2000217,Female,2000148,Machine,2000220,Adult,2000227,,
"Kiryu Kosuke",1488,Asian,2000323,Male,2000149,Human,2000219,Adult,2000227,Heterosexual,2000999
Murderbot,1480,"Unknown/not applicable",2000217,"Unknown/Not applicable",2000151,Cyborg,2000221,Adult,2000227,"Unknown/not applicable",20001506
Batman,1478,White,2000216,Male,2000149,Human,2000219,Adult,2000227,Heterosexual,2000999
Ellie,1471,"Unknown/not applicable",2000217,Female,2000148,Human,2000219,"Young adult",2000225,,
"Pod 042",1469,"Unknown/not applicable",2000217,Male,2000149,Machine,2000220,"Unknown/Not applicable",20001918,"Unknown/not applicable",20001506
2B,1468,White,2000216,Female,2000148,Machine,2000220,Adult,2000227,"Unknown/not applicable",20001506
"Burglars (The Castle Doctrine)",1466,White,2000216,Male,2000149,Human,2000219,Adult,2000227,Heterosexual,2000999
"Player character (The Castle Doctrine)",1465,White,2000216,Male,2000149,Human,2000219,Adult,2000227,Heterosexual,2000999
"Snow Lotus",1462,Asian,2000323,Female,2000148,Human,2000219,"Young adult",2000225,Heterosexual,2000999
Louis,1451,Asian,2000323,Male,2000149,Human,2000219,Adult,2000227,Heterosexual,2000999
Claire,1443,,,,,,,,,,
"Carlos Olivera",1442,,,,,,,,,,
"Dr. Brown",1441,,,,,,,,,,
Lindy,1437,,,Female,2000148,Machine,2000220,,,,
Nocko,1436,,,,,Machine,2000220,,,,
"Molly Millions",1428,White,2000216,Female,2000148,Human,2000219,Adult,2000227,Heterosexual,2000999
Wintermute,1427,,,"Unknown/Not applicable",2000151,Machine,2000220,Adult,2000227,,
Case,1425,White,2000216,Male,2000149,Human,2000219,Adult,2000227,Heterosexual,2000999
Aiba,1237,"Unknown/not applicable",2000217,Female,2000148,Machine,2000220,"Young adult",2000225,"Unknown/not applicable",20001506
"Kaname Date",1238,"Unknown/not applicable",2000217,Male,2000149,Human,2000219,Adult,2000227,Heterosexual,2000999
Thorn,1234,"Unknown/not applicable",2000217,Male,2000149,Human,2000219,Adult,2000227,"Unknown/not applicable",20001506
SAM,1230,"Unknown/not applicable",2000217,Male,2000149,Machine,2000220,"Unknown/Not applicable",20001918,"Unknown/not applicable",20001506
"""Chelsea E. Manning""",1228,White,2000216,"Trans, Female","20001194, 2000148",Human,2000219,Adult,2000227,"Unknown/not applicable",20001506
"The Summit (House of Earth and Blood)",1226,"Unknown/not applicable",2000217,"Unknown/Not applicable",2000151,"Fictional species",2000223,Adult,2000227,"Unknown/not applicable",20001506
"Micah Domitus",1225,"Unknown/not applicable",2000217,Male,2000149,"Fictional species",2000223,Adult,2000227,"Unknown/not applicable",20001506
"Bryce Quinlan",1222,"Unknown/not applicable",2000217,Female,2000148,"Fictional species",2000223,Adult,2000227,Heterosexual,2000999
"Andrea Farbe",1207,,,Female,2000148,Human,2000219,Child,2000224,,
Nikolina,1206,,,Female,2000148,Human,2000219,Adult,2000227,,
Grigor,1205,,,Male,2000149,Human,2000219,Adult,2000227,,
"Dweller of Alina's kentuki",1202,"Unknown/not applicable",2000217,Male,2000149,Human,2000219,Child,2000224,,
Alina,1201,"Unknown/not applicable",2000217,Female,2000148,Human,2000219,Adult,2000227,Heterosexual,2000999
"Fin Ueda Soto",1199,"Unknown/not applicable",2000217,Female,2000148,Human,2000219,Adult,2000227,"Unknown/not applicable",20001506
"Ingrid Kannerman",1192,White,2000216,Female,2000148,Human,2000219,Adult,2000227,Heterosexual,2000999
"Nora Antony",1191,"Person of colour",2000215,Female,2000148,Human,2000219,Adult,2000227,Heterosexual,2000999
"Nathan Brown",1190,White,2000216,Male,2000149,Human,2000219,Adult,2000227,Heterosexual,2000999
"Game show contestants (H.I.T)",1179,White,2000216,"Unknown/Not applicable",2000151,Human,2000219,Adult,2000227,"Unknown/not applicable",20001506
"Lea Nichols",1176,White,2000216,Female,2000148,Human,2000219,Adult,2000227,"Unknown/not applicable",20001506
"The Contestant (Ministry of Broadcast)",1172,White,2000216,Male,2000149,Human,2000219,Adult,2000227,Heterosexual,2000999
"Audience (Man With a Movie Camera)",1168,White,2000216,,,Human,2000219,Adult,2000227,,
"Abigail Fort (Thoughts and Prayers)",1163,,,Female,2000148,Human,2000219,Adult,2000227,,
"Haru (The Cat Returns)",1159,Asian,2000323,Female,2000148,Human,2000219,"Young adult",2000225,,
"The Cat King (The Cat Returns)",1160,"Unknown/not applicable",2000217,Male,2000149,Animal,2000222,Adult,2000227,Heterosexual,2000999
"Unnamed intern (The Webcam Project)",1150,"Unknown/not applicable",2000217,"Unknown/Not applicable",2000151,Human,2000219,Adult,2000227,"Unknown/not applicable",20001506
"Unnamed woman (The Webcam Project)",1149,"Unknown/not applicable",2000217,Female,2000148,Human,2000219,Adult,2000227,"Unknown/not applicable",20001506
"David (The Webcam Project)",1148,"Unknown/not applicable",2000217,Male,2000149,Human,2000219,Adult,2000227,"Unknown/not applicable",20001506
"Surveillance man (Excellent)",1142,"Unknown/not applicable",2000217,Male,2000149,Cyborg,2000221,Adult,2000227,"Unknown/not applicable",20001506
"Child (Excellent)",1141,White,2000216,Male,2000149,Human,2000219,Child,2000224,"Unknown/not applicable",20001506
"Therapist ( Serious Games III: Immersion)",1135,White,2000216,Female,2000148,Human,2000219,Adult,2000227,"Unknown/not applicable",20001506
"Soldier ( Serious Games III: Immersion )",1134,White,2000216,Male,2000149,Human,2000219,Adult,2000227,"Unknown/not applicable",20001506
"Ryley Robinson",1131,"Person of colour",2000215,Male,2000149,Human,2000219,Adult,2000227,"Unknown/not applicable",20001506
"Oswin Oswald",1130,White,2000216,Female,2000148,Cyborg,2000221,Adult,2000227,Heterosexual,2000999
"The 11th Doctor",1127,White,2000216,Male,2000149,"Fictional species",2000223,Adult,2000227,Heterosexual,2000999
Evangelions,1125,"Unknown/not applicable",2000217,"Unknown/Not applicable",2000151,Cyborg,2000221,"Unknown/Not applicable",20001918,"Unknown/not applicable",20001506
Avalanche,1121,"Unknown/not applicable",2000217,"Unknown/Not applicable",2000151,"Unknown/Not applicable",20001917,Adult,2000227,"Unknown/not applicable",20001506
"Cloud Strife",1118,White,2000216,Male,2000149,Human,2000219,Adult,2000227,Heterosexual,2000999
"Takahashi`s daughter",1114,Asian,2000323,Female,2000148,Human,2000219,Child,2000224,"Unknown/not applicable",20001506
Takahashi,1111,Asian,2000323,Male,2000149,Human,2000219,Adult,2000227,"Unknown/not applicable",20001506
"Johnny Mnemonic",1109,Multiple/complex,2000324,Male,2000149,Human,2000219,Adult,2000227,Heterosexual,2000999
Parkaboy,1106,White,2000216,Male,2000149,Human,2000219,Adult,2000227,Heterosexual,2000999
"Friends of Parkaboy (Pattern Recognition)",1105,"Unknown/not applicable",2000217,Male,2000149,Human,2000219,Adult,2000227,"Unknown/not applicable",20001506
"Cayce Pollard",1102,White,2000216,Female,2000148,Human,2000219,Adult,2000227,"Unknown/not applicable",20001506
Turry,1096,"Unknown/not applicable",2000217,"Unknown/Not applicable",2000151,Machine,2000220,"Unknown/Not applicable",20001918,"Unknown/not applicable",20001506
"Emma (Seed)",1095,White,2000216,Female,2000148,Human,2000219,"Young adult",2000225,"Unknown/not applicable",20001506
"Fred Allen",1089,White,2000216,Male,2000149,Human,2000219,Adult,2000227,Heterosexual,2000999
"Deloris Allen",1088,Black,2000310,Female,2000148,Human,2000219,Adult,2000227,Heterosexual,2000999
Alice/Lola,1084,White,2000216,Female,2000148,Human,2000219,Adult,2000227,"Unknown/not applicable",20001506
"Criminals (Manhunt)",1068,"Unknown/not applicable",2000217,Male,2000149,Human,2000219,Adult,2000227,"Unknown/not applicable",20001506
"Lionel Starkweather",1067,White,2000216,Male,2000149,Human,2000219,Adult,2000227,"Unknown/not applicable",20001506
"James Earl Cash",1065,Multiple/complex,2000324,Male,2000149,Human,2000219,Adult,2000227,"Unknown/not applicable",20001506
GLaDOS,1063,"Unknown/not applicable",2000217,Female,2000148,Machine,2000220,"Unknown/Not applicable",20001918,"Unknown/not applicable",20001506
Chell,1060,Multiple/complex,2000324,Female,2000148,Human,2000219,Adult,2000227,"Unknown/not applicable",20001506
"""Fran Krause""",1026,White,2000216,Male,2000149,Human,2000219,Adult,2000227,"Unknown/not applicable",20001506
"Old lady (Coronavirus Drone Video)",1020,Asian,2000323,Female,2000148,Human,2000219,Elderly,2000226,"Unknown/not applicable",20001506
"Duke Nukem",1016,White,2000216,Male,2000149,Human,2000219,Adult,2000227,Heterosexual,2000999
Pokémon,1014,"Unknown/not applicable",2000217,"Unknown/Not applicable",2000151,Animal,2000222,"Unknown/Not applicable",20001918,"Unknown/not applicable",20001506
"Daniel Lazarski",1011,White,2000216,Male,2000149,Human,2000219,Adult,2000227,Heterosexual,2000999
Zombies,1009,"Unknown/not applicable",2000217,"Unknown/Not applicable",2000151,"Fictional species",2000223,"Unknown/Not applicable",20001918,"Unknown/not applicable",20001506
"Max Lao",1004,Multiple/complex,2000324,"Female, Trans","2000148, 20001194",Human,2000219,Adult,2000227,"Unknown/not applicable",20001506
"Latha Sesame",998,"Person of colour",2000215,Female,2000148,Human,2000219,Adult,2000227,"Unknown/not applicable",20001506
"Narrator (Exhalation)",999,,,"Unknown/Not applicable",2000151,Machine,2000220,Adult,2000227,"Unknown/not applicable",20001506
"Charles Regis",997,White,2000216,Male,2000149,Human,2000219,Adult,2000227,Heterosexual,2000999
Kuni,988,"Unknown/not applicable",2000217,Male,2000149,Human,2000219,Adult,2000227,"Unknown/not applicable",20001506
Vashti,987,"Unknown/not applicable",2000217,Female,2000148,Human,2000219,Adult,2000227,"Unknown/not applicable",20001506
Akan,983,White,2000216,Male,2000149,Human,2000219,Adult,2000227,Bi-sexual,20001174
"Stephen Lyons",982,White,2000216,Male,2000149,Human,2000219,Adult,2000227,Heterosexual,2000999
"Celeste Bisme-Lyons",981,Black,2000310,Female,2000148,Human,2000219,Adult,2000227,Heterosexual,2000999
San-xiang,977,Asian,2000323,Female,2000148,Human,2000219,Adult,2000227,Heterosexual,2000999
"Zhang Zhongshan",974,Multiple/complex,2000324,Male,2000149,Human,2000219,Adult,2000227,Homosexual,20001199
"Angel (China Mountain Zhang)",975,Multiple/complex,2000324,Female,2000148,Human,2000219,Adult,2000227,"Unknown/not applicable",20001506
Toby,970,"Unknown/not applicable",2000217,Male,2000149,Human,2000219,Adult,2000227,Heterosexual,2000999
"Peeta Mellark",966,White,2000216,Male,2000149,Human,2000219,"Young adult",2000225,Heterosexual,2000999
"The Careers (The Hunger Games)",960,White,2000216,"Unknown/Not applicable",2000151,Human,2000219,"Young adult",2000225,"Unknown/not applicable",20001506
"Rue (The Hunger Games)",958,Black,2000310,Female,2000148,Human,2000219,"Young adult",2000225,"Unknown/not applicable",20001506
"President Snow",955,White,2000216,Male,2000149,Human,2000219,Adult,2000227,Heterosexual,2000999
"Gamemasters (The Hunger Games)",954,White,2000216,,,Human,2000219,Adult,2000227,,
"Katniss Everdeen",953,White,2000216,Female,2000148,Human,2000219,"Young adult",2000225,Heterosexual,2000999
"Tony ""the shy pooper""",951,"Unknown/not applicable",2000217,Male,2000149,"Fictional species",2000223,Adult,2000227,Heterosexual,2000999
"Summer Smith",949,White,2000216,Female,2000148,Human,2000219,"Young adult",2000225,"Unknown/not applicable",20001506
"Hardcore Henry",947,"Unknown/not applicable",2000217,Male,2000149,Human,2000219,Adult,2000227,Heterosexual,2000999
"Blind Mark",946,White,2000216,Male,2000149,Human,2000219,Adult,2000227,"Unknown/not applicable",20001506
Tamir,945,"Person of colour",2000215,Male,2000149,Human,2000219,"Young adult",2000225,Heterosexual,2000999
Jazz,944,"Person of colour",2000215,Female,2000148,Human,2000219,"Young adult",2000225,Heterosexual,2000999
"Citizens of Namie",938,Asian,2000323,"Unknown/Not applicable",2000151,Human,2000219,"Unknown/Not applicable",20001918,"Unknown/not applicable",20001506
"""Thom Yorke""",934,White,2000216,Male,2000149,Human,2000219,Adult,2000227,"Unknown/not applicable",20001506
"Lem Hewitt",932,Black,2000310,Male,2000149,Human,2000219,Adult,2000227,"Unknown/not applicable",20001506
"Rick Sanchez",925,White,2000216,Male,2000149,Human,2000219,Elderly,2000226,Heterosexual,2000999
"Morty Smith",926,White,2000216,Male,2000149,Human,2000219,"Young adult",2000225,Heterosexual,2000999
"Professor's Daughter (Drones Don't Kill People)",922,"Unknown/not applicable",2000217,Female,2000148,Human,2000219,Child,2000224,"Unknown/not applicable",20001506
"Professor's Son (Drones Don't Kill People)",921,"Unknown/not applicable",2000217,Male,2000149,Human,2000219,Child,2000224,"Unknown/not applicable",20001506
"Professor's Wife (Drones Don't Kill People)",920,,,Female,2000148,,,Adult,2000227,Heterosexual,2000999
"Professor (Drones Don't Kill People)",919,,,Male,2000149,Human,2000219,Adult,2000227,Heterosexual,2000999
"Google Maps Girl (Satellite Images)",918,"Unknown/not applicable",2000217,Female,2000148,"Unknown/Not applicable",20001917,Adult,2000227,"Unknown/not applicable",20001506
"Narrator (Satellite Images)",917,"Unknown/not applicable",2000217,"Unknown/Not applicable",2000151,Human,2000219,Adult,2000227,"Unknown/not applicable",20001506
"Dancer (as.phyx.i.a)",913,"Unknown/not applicable",2000217,"Unknown/Not applicable",2000151,Human,2000219,Adult,2000227,"Unknown/not applicable",20001506
"Monster (I'm going to die, and probably soon)",886,"Unknown/not applicable",2000217,"Unknown/Not applicable",2000151,"Unknown/Not applicable",20001917,"Unknown/Not applicable",20001918,"Unknown/not applicable",20001506
"Girl (I'm going to die, and probably soon)",885,"Unknown/not applicable",2000217,Female,2000148,Human,2000219,Adult,2000227,"Unknown/not applicable",20001506
"Narrator (I'm going to die, and probably soon)",883,"Unknown/not applicable",2000217,Male,2000149,Human,2000219,Adult,2000227,"Unknown/not applicable",20001506
"Narrator (My Camera Knows Something)",882,"Unknown/not applicable",2000217,"Unknown/Not applicable",2000151,Human,2000219,Adult,2000227,"Unknown/not applicable",20001506
"Cassandra Watergate",880,White,2000216,Female,2000148,Human,2000219,Adult,2000227,"Unknown/not applicable",20001506
"Benjamin Smith",876,"Unknown/not applicable",2000217,Male,2000149,Human,2000219,Adult,2000227,"Unknown/not applicable",20001506
"Narrator (I created an AI..)",874,"Unknown/not applicable",2000217,"Unknown/Not applicable",2000151,Human,2000219,Adult,2000227,"Unknown/not applicable",20001506
Lily,871,White,2000216,Female,2000148,Human,2000219,"Young adult",2000225,Heterosexual,2000999
Hannah,870,"Unknown/not applicable",2000217,Female,2000148,Human,2000219,"Young adult",2000225,"Unknown/not applicable",20001506
Max,869,White,2000216,Male,2000149,Human,2000219,Child,2000224,Heterosexual,2000999
"Billy McBride",864,White,2000216,Male,2000149,Human,2000219,Adult,2000227,Heterosexual,2000999
Workers,862,"Unknown/not applicable",2000217,"Unknown/Not applicable",2000151,Human,2000219,Adult,2000227,"Unknown/not applicable",20001506
Ollie,858,White,2000216,Male,2000149,Human,2000219,Adult,2000227,"Unknown/not applicable",20001506
"Mom (Slaughterbots)",857,White,2000216,Female,2000148,Human,2000219,Adult,2000227,"Unknown/not applicable",20001506
"Girls (Night Trap)",856,White,2000216,Female,2000148,Human,2000219,"Young adult",2000225,"Unknown/not applicable",20001506
"Vampires (Night Trap)",855,"Unknown/not applicable",2000217,"Unknown/Not applicable",2000151,"Fictional species",2000223,Adult,2000227,"Unknown/not applicable",20001506
Arisa,853,White,2000216,Female,2000148,Machine,2000220,Adult,2000227,"Unknown/not applicable",20001506
"Georgy Safronov",852,White,2000216,Male,2000149,Human,2000219,Adult,2000227,Heterosexual,2000999
"Cooperman McBride",841,"Unknown/not applicable",2000217,"Unknown/Not applicable",2000151,Human,2000219,Adult,2000227,"Unknown/not applicable",20001506
"Donald Cooperman",840,White,2000216,Male,2000149,Human,2000219,"Unknown/Not applicable",20001918,Heterosexual,2000999
"Surveillance Officer (Anon)",836,White,2000216,Male,2000149,Human,2000219,Adult,2000227,"Unknown/not applicable",20001506
"Cyrus Frear",834,White,2000216,Male,2000149,Human,2000219,Adult,2000227,"Unknown/not applicable",20001506
"Anon (Anon)",833,White,2000216,Female,2000148,Human,2000219,Adult,2000227,"Unknown/not applicable",20001506
"Sal Frieland",832,White,2000216,Male,2000149,Human,2000219,Adult,2000227,Heterosexual,2000999
"Congolese soldiers (Infra)",822,Black,2000310,Male,2000149,Human,2000219,Adult,2000227,"Unknown/not applicable",20001506
"Refugees (Incoming)",819,Immigrant,2000218,"Unknown/Not applicable",2000151,Human,2000219,"Unknown/Not applicable",20001918,"Unknown/not applicable",20001506
"Quinn`s Gary",814,White,2000216,Male,2000149,Machine,2000220,Adult,2000227,"Unknown/not applicable",20001506
"Quinn Ergon",813,Black,2000310,Female,2000148,Human,2000219,Adult,2000227,"Unknown/not applicable",20001506
"Gary Goodspeed",811,White,2000216,Male,2000149,Human,2000219,Adult,2000227,Heterosexual,2000999
"Ash Graven",808,"Unknown/not applicable",2000217,Female,2000148,"Fictional species",2000223,Adult,2000227,"Unknown/not applicable",20001506
Hue,807,"Unknown/not applicable",2000217,Non-binary/Other,2000150,Machine,2000220,"Unknown/Not applicable",20001918,"Unknown/not applicable",20001506
"The Flemming Family",804,White,2000216,"Unknown/Not applicable",2000151,Human,2000219,"Unknown/Not applicable",20001918,"Unknown/not applicable",20001506
"""Mood Killer""",803,White,2000216,Non-binary/Other,2000150,Human,2000219,Adult,2000227,"Unknown/not applicable",20001506
"""Devin the Dude""",800,Black,2000310,Male,2000149,Human,2000219,Adult,2000227,"Unknown/not applicable",20001506
"""group_inou""",799,Asian,2000323,Male,2000149,Human,2000219,Adult,2000227,"Unknown/not applicable",20001506
"Anonymous woman",794,"Unknown/not applicable",2000217,Female,2000148,Human,2000219,Adult,2000227,"Unknown/not applicable",20001506
"""50 Cent""",793,Black,2000310,Male,2000149,Human,2000219,Adult,2000227,Heterosexual,2000999
"""Timbaland""",792,Black,2000310,Male,2000149,Human,2000219,Adult,2000227,Heterosexual,2000999
"""Gojira""",791,"Unknown/not applicable",2000217,Male,2000149,Human,2000219,Adult,2000227,"Unknown/not applicable",20001506
"""Bob Mould""",790,White,2000216,Male,2000149,Human,2000219,Adult,2000227,"Unknown/not applicable",20001506
"""John Mayer""",789,White,2000216,Male,2000149,Human,2000219,Adult,2000227,"Unknown/not applicable",20001506
"""Ingrid Michaelson""",788,White,2000216,Female,2000148,Human,2000219,Adult,2000227,"Unknown/not applicable",20001506
Tom,787,White,2000216,Male,2000149,Human,2000219,Adult,2000227,"Unknown/not applicable",20001506
Robinator,786,White,2000216,Male,2000149,Machine,2000220,Adult,2000227,"Unknown/not applicable",20001506
"Plastic surgeons",784,"Unknown/not applicable",2000217,"Unknown/Not applicable",2000151,Human,2000219,Adult,2000227,"Unknown/not applicable",20001506
"Anonymous individual",783,"Unknown/not applicable",2000217,"Unknown/Not applicable",2000151,Human,2000219,"Unknown/Not applicable",20001918,"Unknown/not applicable",20001506
"""Paper""",782,White,2000216,Male,2000149,Human,2000219,Adult,2000227,"Unknown/not applicable",20001506
Infant,781,White,2000216,"Unknown/Not applicable",2000151,Human,2000219,Child,2000224,"Unknown/not applicable",20001506
"Glad girls (Glad Girls)",780,"Unknown/not applicable",2000217,Female,2000148,Human,2000219,Adult,2000227,"Unknown/not applicable",20001506
"""Rob Pollard""",779,White,2000216,Male,2000149,Human,2000219,Adult,2000227,"Unknown/not applicable",20001506
"Smiling women (Cheese)",778,Multiple/complex,2000324,Female,2000148,Human,2000219,Adult,2000227,"Unknown/not applicable",20001506
Deer,776,"Unknown/not applicable",2000217,"Unknown/Not applicable",2000151,Animal,2000222,"Unknown/Not applicable",20001918,"Unknown/not applicable",20001506
"""Casino""",773,Black,2000310,Male,2000149,Human,2000219,Adult,2000227,"Unknown/not applicable",20001506
"Bikers (Terminator 2)",772,White,2000216,Male,2000149,Human,2000219,Adult,2000227,"Unknown/not applicable",20001506
"Inhabitants of Assimilation City",771,"Unknown/not applicable",2000217,"Unknown/Not applicable",2000151,Human,2000219,"Unknown/Not applicable",20001918,"Unknown/not applicable",20001506
Aliens,770,"Unknown/not applicable",2000217,"Unknown/Not applicable",2000151,"Fictional species",2000223,"Unknown/Not applicable",20001918,"Unknown/not applicable",20001506
"""Janelle Monáe""",769,Black,2000310,Female,2000148,Human,2000219,Adult,2000227,Bi-sexual,20001174
"Margaux Needler",766,White,2000216,Female,2000148,Human,2000219,Adult,2000227,"Unknown/not applicable",20001506
BTs,764,"Unknown/not applicable",2000217,"Unknown/Not applicable",2000151,"Fictional species",2000223,"Unknown/Not applicable",20001918,"Unknown/not applicable",20001506
"Therapist (U)",759,White,2000216,Female,2000148,Human,2000219,Adult,2000227,"Unknown/not applicable",20001506
"Emma Fisher",758,White,2000216,Female,2000148,Human,2000219,Adult,2000227,"Unknown/not applicable",20001506
"Sam Bridges",751,White,2000216,Male,2000149,Human,2000219,Adult,2000227,Other,20001823
"""Mr. Assange""",750,White,2000216,Male,2000149,Human,2000219,Adult,2000227,"Unknown/not applicable",20001506
"Mr./Ms. Howard",748,"Unknown/not applicable",2000217,"Unknown/Not applicable",2000151,Human,2000219,Adult,2000227,"Unknown/not applicable",20001506
"Sarah Connor",735,White,2000216,Female,2000148,Human,2000219,Adult,2000227,"Unknown/not applicable",20001506
"Kyle Reese",734,White,2000216,Male,2000149,Human,2000219,Adult,2000227,"Unknown/not applicable",20001506
"John Connor",732,White,2000216,Male,2000149,Human,2000219,Child,2000224,"Unknown/not applicable",20001506
"Terminator T-800 ""Model 101""",730,White,2000216,Male,2000149,Machine,2000220,Adult,2000227,"Unknown/not applicable",20001506
"The Hawke family",726,White,2000216,"Unknown/Not applicable",2000151,Human,2000219,Adult,2000227,"Unknown/not applicable",20001506
Weaver,723,Black,2000310,Male,2000149,Human,2000219,Adult,2000227,"Unknown/not applicable",20001506
Midas,722,"Person of colour",2000215,Male,2000149,Human,2000219,Adult,2000227,"Unknown/not applicable",20001506
Holt,721,White,2000216,Male,2000149,Human,2000219,Adult,2000227,"Unknown/not applicable",20001506
